SampleID,GroupLevel2,GroupLevel2_mapped,train,ProjectID
PA230A0392-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0393-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0394-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0395-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0396-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0398-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0399-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0400-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0401-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0402-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0403-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0404-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0405-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0406-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0407-J1CHH22GLF1-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0408-J1CHH22GLF2-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0409-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0410-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0411-J1CHH22GLF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0412-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0413-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0415-J1CHH22GLF1-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0417-J1CHH22GLF1-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0418-J1CHH22GLF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0419-J1CHH22GLF2-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0420-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0422-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0423-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0424-J1CHH22GLF1-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0425-J1CHH22GLF1-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0426-J1CHH22GLF1-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0427-J1CHH22GLF1-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0428-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0429-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0430-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0431-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0432-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0433-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0434-J1CHH22GLF1-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0435-J1CHH22GLF1-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0436-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0437-J1CHH22NXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0438-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0440-J1CHH22GLF1-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0441-J1CHH22GXFX-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0442-J1CHH22GLF1-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0443-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0444-J1CHH22GLF1-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0445-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0446-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0448-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0449-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0450-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0451-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0452-J1CHH22GLF1-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0453-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0454-J1CHH22GLF1-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0456-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0457-J1CHH22GLF1-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0458-J1CHH22GXFX-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0459-J1CHH22GLF1-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0460-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0461-J1CHH22GLF1-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0479-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0480-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0481-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0482-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0483-J1CHH22GXFX-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0484-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0485-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0486-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0487-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0488-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0489-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0490-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0491-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0492-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0493-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0494-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0495-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0496-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0497-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0498-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0499-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0500-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0502-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0503-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0504-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0505-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0506-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0508-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0509-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0510-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0511-J1CHH22NXF1-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0512-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0514-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0515-J1CHH22GXFX-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0516-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0517-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0519-J1CHH22NXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0520-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0521-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0522-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0523-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0524-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0525-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0526-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0527-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0529-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0536-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0537-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0538-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0539-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0540-J1CHH22NXF1-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0541-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0542-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0543-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0544-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0545-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0547-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0549-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0550-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0552-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0553-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0554-J1CHH22GLF2-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0555-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0556-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0557-J1CHH22GLF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0558-J1CHH22GLF2-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0559-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0560-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0561-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0562-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0564-J1CHH22GLF2-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0565-J1CHH22GLF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0566-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0567-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0568-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0569-J1CHH22NXF1-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0570-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0571-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0572-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0574-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0575-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0576-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0577-J1CHH22GXF2-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230A0578-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,valid,KZ51
PA230A0579-J1CHH22GXF1-KZ51,Liver_Biliary,Abdominal,train,KZ51
PA230B0220-J1CHH22KXF1-KZ54,Cervical,Cytology,valid,KZ54
PA230B0222-J1CHH22KXF1-KZ54,Cervical,Cytology,train,KZ54
PA230C0221-J1CHH22KXF1-KZ47,Kidney,Abdominal,valid,KZ47
PA230C0354-J1CHH22KXF2-KZ50,Urothelium,Blood,train,KZ50
PA230C0356-J1CHH22KXF2-KZ50,Urothelium,Blood,valid,KZ50
PA230C0359-J1CHH22GXF2-KZ50,Urothelium,Blood,valid,KZ50
PA230C0360-J1CHH22KXF2-KZ50,Urothelium,Blood,valid,KZ50
PA230C0363-J1CHH22KXF2-KZ50,Urothelium,Blood,valid,KZ50
PA230C0364-J1CHH22NXF2-KZ50,Urothelium,Blood,train,KZ50
PA230C0413-J1CHH22KXF2-KZ50,Urothelium,Blood,valid,KZ50
PA230C0414-J1CHH22KXF2-KZ50,Urothelium,Blood,train,KZ50
PA230C0415-J1CHH22KXF2-KZ50,Urothelium,Blood,valid,KZ50
PA230C0416-J1CHH22GXF2-KZ50,Urothelium,Blood,valid,KZ50
PA230C0417-J1CHH22KXF2-KZ50,Urothelium,Blood,valid,KZ50
PA230C0418-J1CHH22NXF2-KZ50,Urothelium,Blood,valid,KZ50
PA230C0419-J1CHH22GXF2-KZ50,Urothelium,Blood,valid,KZ50
PA230C0420-J1CHH22KXF2-KZ50,Urothelium,Blood,valid,KZ50
PA230C0421-J1CHH22KXF2-KZ50,Urothelium,Blood,train,KZ50
PA230C0422-J1CHH22NXF2-KZ50,Urothelium,Blood,train,KZ50
PA230C0522-J1CHH22GXF1-KBNNY00D,Esophagus,Endoscopy,valid,KBNN
PA230C0524-J1CHH22GXF1-KBNNY00D,Esophagus,Endoscopy,train,KBNN
PA230C0619-J1CHH22KXF2-KZ50,Prostate,Abdominal,valid,KZ50
PA230C0620-J1CHH22KXF2-KZ50,Urothelium,Blood,valid,KZ50
PA230C0622-J1CHH22KXF2-KZ50,Urothelium,Blood,valid,KZ50
PA230C0623-J1CHH22KXF2-KZ50,Urothelium,Blood,valid,KZ50
PA230C0624-J1CHH22KXF2-KZ50,Urothelium,Blood,valid,KZ50
PA230C0625-J1CHH22KXF2-KZ50,Urothelium,Blood,valid,KZ50
PA230C0628-J1CHH22KXF2-KZ50,Urothelium,Blood,valid,KZ50
PA230C0631-J1CHH22GXF2-KZ50,Urothelium,Blood,valid,KZ50
PA230C0632-J1CHH22KXF2-KZ50,Urothelium,Blood,valid,KZ50
PA230C0634-J1CHH22KXF2-KZ50,Urothelium,Blood,valid,KZ50
PA230C0635-J1CHH22KXF2-KZ50,Urothelium,Blood,train,KZ50
PA230C0636-J1CHH22KXF2-KZ50,Urothelium,Blood,valid,KZ50
PA230C0643-J1CHH22GXF2-KZ50,Urothelium,Blood,valid,KZ50
PA230C0652-J1CHH22KXF2-KZ50,Urothelium,Blood,valid,KZ50
PA230C0657-J1CHH22GXF2-KZ50,Urothelium,Blood,valid,KZ50
PA230C0658-J1CHH22KXF2-KZ50,Urothelium,Blood,valid,KZ50
PA230C0660-J1CHH22NXF2-KZ50,Urothelium,Blood,train,KZ50
PA230C0662-J1CHH22KXF2-KZ50,Urothelium,Blood,valid,KZ50
PA230D0163-J1CHH22KXF1-KZ54,Cervical,Cytology,valid,KZ54
PA230D0330-J1CHH22GXF1-KZ61,Sarcoma,SoftTissue,valid,KZ61
PA230D0332-J1CHH22GXF1-KZ61,Gastro,Endoscopy,valid,KZ61
PA230D0400-J1CHH22GXF1-KZ61,Gastro,Endoscopy,train,KZ61
PA230D0406-J1CHH22GXF1-KZ61,Gastro,Endoscopy,valid,KZ61
PA230D0408-J1CHH22GXF1-KZ61,Gastro,Endoscopy,train,KZ61
PA230D0410-J1CHH22GXF1-KZ61,Gastro,Endoscopy,train,KZ61
PA230D0412-J1CHH22GXF1-KZ61,Gastro,Endoscopy,train,KZ61
PA230D0448-J1CHH22KXF1-KZ65,Head_Neck,Endoscopy,valid,KZ65
PA230H0168-J1CHH22GXF1-KZ47,Kidney,Abdominal,valid,KZ47
PA230H0388-J1CHH22NXF1-KZ47,Kidney,Abdominal,train,KZ47
PA230H0419-J1CHH22KXF1-KZ54,Cervical,Cytology,valid,KZ54
PA230H0421-J1CHH22GXF1-KZ54,Cervical,Cytology,valid,KZ54
PA230K0327-J1CHH22GXF1-KBNNY00D,Esophagus,Endoscopy,train,KBNN
PA230K0329-J1CHH22NXF1-KBNNY00D,Esophagus,Endoscopy,train,KBNN
PA230L0415-J1CHH22GXF1-KZ47,Kidney,Abdominal,valid,KZ47
PA230L0501-J1CHH22GXF1-KZ54,Cervical,Cytology,valid,KZ54
PA230L0503-J1CHH22KXF1-KZ54,Cervical,Cytology,valid,KZ54
PA230L0505-J1CHH22GXF1-KZ54,Cervical,Cytology,valid,KZ54
PA230L0805-J1CHH22GXF1-KZ61,Gastro,Endoscopy,train,KZ61
PA230L0811-J1CHH22GXF1-KZ61,Gastro,Endoscopy,train,KZ61
PA230L0813-J1CHH22GXF1-KZ61,Gastro,Endoscopy,valid,KZ61
PA230L0818-J1CHH22GXF1-KZ61,Gastro,Endoscopy,valid,KZ61
PA230L0821-J1CHH22GXF1-KZ61,Gastro,Endoscopy,train,KZ61
PA230L0823-J1CHH22GXF1-KZ61,Gastro,Endoscopy,valid,KZ61
PA230L0835-J1CHH22GXF1-KZ61,Gastro,Endoscopy,train,KZ61
PA230L0843-J1CHH22GXF1-KZ61,Gastro,Endoscopy,valid,KZ61
PA230P0362-J1CHH22KXF1-KZ54,Cervical,Cytology,valid,KZ54
PA230P0364-J1CHH22KXF1-KZ54,Cervical,Cytology,valid,KZ54
PA230P0413-J1CHH22GXF1-KZ47,Kidney,Abdominal,train,KZ47
PA230P0424-J1CHH22GXF1-KZ47,Kidney,Abdominal,train,KZ47
PA230P0433-J1CHH22GXF1-KZ47,Kidney,Abdominal,valid,KZ47
PA230Q0669-J1CHH22KXF1-KZ75,Sarcoma,SoftTissue,train,KZ75
PA230R0326-J1CHH22GXF1-KZ47,Kidney,Abdominal,train,KZ47
PA230R0345-J1CHH22GXF1-KZ47,Kidney,Abdominal,valid,KZ47
PA230R0359-J1CHH22GXF1-KZ47,Kidney,Abdominal,valid,KZ47
PA230T0366-J1CHH22GXF1-KZ47,Urothelium,Blood,valid,KZ47
PA230T0438-J1CHH22GXF1-KZ47,Kidney,Abdominal,train,KZ47
PA230T0442-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0444-J1CHH22KXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0445-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0446-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0447-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0448-J1CHH22KXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0449-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0451-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0452-J1CHH22KXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0453-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0454-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0455-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0456-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0457-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0458-J1CHH22KXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0459-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0460-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0461-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0462-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0463-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0464-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0465-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0466-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0467-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0468-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0469-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0470-J1CHH22KXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0471-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0472-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0473-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0474-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0475-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0476-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0478-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0479-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0480-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0481-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0482-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0520-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0521-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0522-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0523-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0524-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0525-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0526-J1CHH22KXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0527-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0528-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0529-J1CHH22KXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0530-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0531-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0532-J1CHH22KXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0533-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0534-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0535-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0536-J1CHH22KXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0537-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0538-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0539-J1CHH22KXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0540-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0542-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0543-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0544-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0545-J1CHH22KXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0546-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0547-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0548-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0549-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0550-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0551-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0552-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0553-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0555-J1CHH22KXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0556-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0557-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0558-J1CHH22KXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0559-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0560-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0561-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0562-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0563-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0564-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0565-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0581-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0582-J1CHH22KXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0584-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0585-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0586-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0587-J1CHH22GXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0588-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0589-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0590-J1CHH22KXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0591-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
PA230T0592-J1CHH22KXF2-KZ63,Gastro,Endoscopy,train,KZ63
PA230T0594-J1CHH22GXF2-KZ63,Gastro,Endoscopy,valid,KZ63
